Song Name,Chunk Number,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
"good looking",3,0.3662,0.4209,-10.3554,0.0341,0.4804,0.0234,0.1342,0.1526,126.2249
"good looking",4,0.341,0.4527,-8.9755,0.0352,0.0771,0.2552,0.1431,0.1916,133.2134
"good looking",5,0.3708,0.3387,-11.4351,0.0367,0.3024,0.0181,0.1345,0.1604,98.0748
"good looking",6,0.3886,0.4297,-8.6076,0.025,0.2629,0.0145,0.1316,0.197,113.2949
"good looking",7,0.3312,0.5123,-7.2954,0.0323,0.0836,0.1192,0.1475,0.2134,103.1973
"good looking",8,0.1106,0.1764,-23.6839,0.0288,0.7397,0.9228,0.1511,0.0771,105.7839
"ajj din chadheya",1,0.507,0.4263,-14.0706,0.0482,0.5278,0.4533,0.1157,0.4445,130.3049
"ajj din chadheya",2,0.5434,0.5124,-7.9549,0.0394,0.8058,0.0111,0.1249,0.4319,91.7951
"ajj din chadheya",3,0.5211,0.5628,-8.4602,0.0363,0.7093,0.0045,0.1317,0.5109,85.7197
"ajj din chadheya",4,0.5565,0.5858,-7.713,0.0411,0.6949,0.0003,0.1186,0.5351,89.2107
"ajj din chadheya",5,0.5204,0.5783,-7.4515,0.0368,0.7115,0.004,0.1206,0.5761,119.3546
"ajj din chadheya",6,0.4807,0.629,-7.8661,0.0353,0.5712,0.2292,0.1284,0.5962,90.6253
"ajj din chadheya",7,0.5628,0.5595,-7.6232,0.0366,0.7589,0.0027,0.1327,0.6381,99.4388
"ajj din chadheya",8,0.506,0.6067,-7.1128,0.0459,0.7566,0.0016,0.1339,0.5268,123.5007
"ajj din chadheya",9,0.4949,0.5497,-7.92,0.0329,0.7646,0.0127,0.1264,0.5606,120.1594
"ajj din chadheya",10,0.4565,0.6658,-5.8584,0.0365,0.4471,0.1051,0.1357,0.5005,88.0247
"ajj din chadheya",11,0.1575,0.5538,-10.6026,0.0273,0.5083,0.3867,0.1781,0.3283,52.084
"teri ore",1,0.5885,0.3801,-11.5539,0.0535,0.3965,0.0337,0.1227,0.5844,109.2764
"teri ore",2,0.6379,0.5076,-7.3751,0.0548,0.3696,0.0008,0.1242,0.5507,139.3259
"teri ore",4,0.5012,0.6035,-6.9011,0.0565,0.1134,0.0089,0.1519,0.5345,148.5164
"teri ore",5,0.5338,0.5949,-7.1553,0.0486,0.3278,0.0034,0.1466,0.518,149.046
"teri ore",6,0.5456,0.6732,-7.2815,0.0568,0.0355,0.0119,0.1717,0.71,151.0522
"teri ore",7,0.5384,0.5941,-7.681,0.0512,0.1472,0.0129,0.1351,0.6391,157.7452
"teri ore",8,0.5245,0.5901,-7.9312,0.0517,0.319,0.005,0.1493,0.5935,142.3746
"teri ore",9,0.5546,0.6078,-7.4288,0.0545,0.2135,0.0079,0.1392,0.6232,145.6878
"teri ore",10,0.5716,0.5875,-7.6627,0.05,0.2587,0.0034,0.1348,0.5677,146.4434
"teri ore",11,0.4618,0.7674,-6.4079,0.0557,0.0158,0.0139,0.1928,0.6079,155.9713
"teri ore",12,0.1882,0.6584,-10.3194,0.0255,0.1914,0.7716,0.1928,0.4319,137.9602
"if i cant have you",1,0.6553,0.5372,-9.4469,0.0735,0.6466,0.0003,0.1201,0.6509,117.3045
"if i cant have you",2,0.674,0.6858,-6.7969,0.095,0.529,0,0.1226,0.6503,113.246
"if i cant have you",3,0.6674,0.7095,-6.3576,0.0853,0.5199,0,0.149,0.689,128.4557
"if i cant have you",4,0.7226,0.6829,-7.4112,0.0703,0.5499,0.0002,0.1128,0.7179,121.7757
"if i cant have you",5,0.659,0.7751,-6.0177,0.0768,0.5299,0.0004,0.15,0.7294,128.4105
"if i cant have you",6,0.6216,0.6397,-6.7439,0.0896,0.7163,0,0.1771,0.6003,114.6881
"if i cant have you",7,0.2638,0.6496,-8.9841,0.0303,0.5789,0.0344,0.1956,0.4319,76.3699
"lonely with benny blanco",1,0.4605,0.1237,-18.324,0.0557,0.9175,0.0303,0.1062,0.2861,101.5537
"lonely with benny blanco",2,0.521,0.2145,-10.6835,0.0399,0.9157,0.0099,0.1001,0.2629,133.9958
"lonely with benny blanco",3,0.5393,0.2592,-10.6114,0.0483,0.8805,0.0083,0.1016,0.2372,122.8916
"lonely with benny blanco",4,0.5169,0.2357,-10.4713,0.0396,0.9166,0.0075,0.1028,0.1881,122.2217
"lonely with benny blanco",5,0.4342,0.1958,-14.8119,0.0472,0.8953,0.0341,0.116,0.2007,125.3113
"lonely with benny blanco",6,0.6597,1,3.8389,0.1819,0.1116,0.9012,0.1917,0,206.5453
"feel me",1,0.5531,0.2937,-11.4935,0.112,0.9323,0.0018,0.1256,0.459,101.9928
"feel me",2,0.5838,0.7098,-7.2138,0.0855,0.3405,0.0057,0.1358,0.3651,157.9544
"feel me",3,0.533,0.5332,-7.8042,0.1208,0.6739,0,0.1556,0.4417,137.6598
"feel me",4,0.5826,0.6736,-7.8214,0.0969,0.396,0.0187,0.1478,0.2902,158.722
"feel me",5,0.4374,0.6695,-8.2451,0.078,0.3753,0.0189,0.1463,0.2638,160.1074
"feel me",6,0.5504,0.6101,-9.1647,0.0742,0.403,0.0525,0.1414,0.4054,131.5292
"feel me",7,0.5238,0.789,-6.2409,0.0628,0.2791,0.0027,0.1704,0.3703,111.207
"feel me",8,0.1822,0.514,-13.7483,0.0406,0.5112,0.7665,0.1809,0.2399,99.1616
"unforgettable",1,0.6276,0.4911,-10.6603,0.1191,0.3104,0.1523,0.1113,0.3942,152.5991
"unforgettable",2,0.5696,0.6667,-7.1787,0.1378,0.1994,0.0008,0.1246,0.4293,172.5428
"unforgettable",3,0.5951,0.7496,-7.1976,0.1247,0.1076,0.02,0.1377,0.6463,144.9238
"unforgettable",4,0.5931,0.7122,-7.7722,0.1641,0.182,0.0084,0.1401,0.5346,149.4021
"unforgettable",5,0.6265,0.6658,-7.3798,0.129,0.1692,0.0045,0.1185,0.4324,161.1735
"unforgettable",6,0.5441,0.7656,-6.6607,0.1003,0.1309,0.0245,0.146,0.5186,141.618
"unforgettable",7,0.5413,0.756,-6.549,0.137,0.0586,0.0214,0.1426,0.4303,132.4087
"unforgettable",8,0.3558,0.5667,-10.436,0.07,0.176,0.0361,0.1576,0.3743,148.4211
"deva deva from brahmastra",1,0.3949,0.1485,-14.7741,0.0383,0.9454,0.0316,0.1202,0.1443,106.2799
"deva deva from brahmastra",2,0.6437,0.5594,-9.4165,0.0399,0.6146,0.0342,0.1066,0.3616,114.0353
"deva deva from brahmastra",3,0.5546,0.5853,-8.3179,0.0579,0.6013,0.0043,0.1508,0.3468,117.998
"deva deva from brahmastra",4,0.516,0.6002,-9.0221,0.0333,0.5853,0.0228,0.1286,0.3519,111.5665
"deva deva from brahmastra",5,0.4432,0.6808,-8.999,0.0365,0.5721,0.3265,0.1322,0.3361,118.16
"deva deva from brahmastra",6,0.5621,0.464,-9.8644,0.0294,0.7489,0.0049,0.1152,0.3261,113.0652
"deva deva from brahmastra",7,0.4882,0.6171,-8.6482,0.0376,0.6309,0.0205,0.1338,0.318,114.6971
"deva deva from brahmastra",8,0.4909,0.7216,-8.4672,0.0373,0.4809,0.0438,0.1294,0.3514,114.7189
"deva deva from brahmastra",9,0.3653,0.4406,-13.1726,0.042,0.726,0.633,0.126,0.1614,110.4527
"deva deva from brahmastra",10,0.6801,1,2.3489,0.1499,0.1153,0.8041,0.1828,0.0024,156.8224
"shivers",1,0.8451,0.5497,-8.1014,0.0992,0.388,0.0216,0.1123,0.6702,129.456
"shivers",2,0.7416,0.6974,-5.7062,0.1001,0.2841,0,0.1276,0.6925,143.2702
"shivers",3,0.6829,0.7435,-6.051,0.0681,0.2648,0.0047,0.1389,0.7035,134.7997
"shivers",4,0.7318,0.7129,-5.7666,0.0652,0.3903,0.0063,0.1392,0.6789,135.1514
"shivers",5,0.6497,0.8243,-4.5471,0.0805,0.2378,0.0005,0.1577,0.7459,140.256
"shivers",6,0.6837,0.725,-5.6599,0.0758,0.4104,0.0055,0.1503,0.8,138.9838
"shivers",7,0.5916,0.8166,-5.934,0.094,0.182,0.0029,0.2001,0.556,135.5862
"love me again",1,0.4028,0.2699,-17.3668,0.0412,0.6285,0.0325,0.1342,0.2056,99.5837
"love me again",2,0.534,0.5986,-7.191,0.0413,0.4143,0.0164,0.1767,0.3245,118.9071
"love me again",3,0.6044,0.8371,-5.5602,0.0507,0.0563,0.0205,0.1937,0.4304,126.0944
"love me again",4,0.5848,0.8181,-6.4569,0.0659,0.0192,0.0078,0.1728,0.4021,124.7732
"love me again",5,0.5193,0.9109,-5.1046,0.0554,0.0049,0.0649,0.2069,0.4015,125.4674
"love me again",6,0.376,0.4838,-10.437,0.036,0.1821,0.0331,0.144,0.1605,116.6716
"love me again",7,0.5326,0.7842,-6.0189,0.0473,0.1918,0.0407,0.1694,0.422,122.74
"love me again",8,0.4617,0.7197,-10.3713,0.0522,0.0306,0.7753,0.1665,0.23,123.3897
"double take",1,0.523,0.2,-16.2852,0.074,0.8849,0.0217,0.1147,0.2697,94.8748
"double take",2,0.7052,0.4072,-9.668,0.0883,0.7056,0.0035,0.1161,0.4918,106.7916
"double take",3,0.6424,0.3197,-11.4424,0.0673,0.803,0.0297,0.1074,0.2843,105.6578
"double take",4,0.6924,0.3316,-10.5936,0.1036,0.8078,0,0.1104,0.4798,101.87
"double take",5,0.618,0.4279,-8.9936,0.0461,0.7798,0.0024,0.1137,0.3623,111.2946
"double take",6,0.2291,0.1973,-19.7242,0.0351,0.9535,0.8578,0.1303,0.0989,122.8745
"i cant get enough benny blanco selena gomez j balvin tainy",1,0.7414,0.2894,-11.6557,0.2354,0.7151,0,0.1267,0.6632,108.8573
"i cant get enough benny blanco selena gomez j balvin tainy",2,0.6753,0.5642,-7.4213,0.202,0.3151,0,0.1232,0.6181,156.1943
"i cant get enough benny blanco selena gomez j balvin tainy",3,0.688,0.5927,-7.338,0.2489,0.3712,0,0.1381,0.5328,105.6589
"i cant get enough benny blanco selena gomez j balvin tainy",4,0.793,0.4569,-9.9825,0.2184,0.3287,0,0.1153,0.5178,95.1664
"i cant get enough benny blanco selena gomez j balvin tainy",5,0.6338,0.6018,-8.3565,0.1652,0.4126,0,0.1422,0.4713,143.9506
"i cant get enough benny blanco selena gomez j balvin tainy",6,0.2516,0.5628,-10.2378,0.0582,0.3648,0.0494,0.1679,0.4228,120.8459
"zaalima",1,0.5209,0.4417,-14.3238,0.0478,0.7326,0.6203,0.1187,0.5979,123.4158
"zaalima",2,0.5702,0.6695,-6.9395,0.0814,0.4199,0.0009,0.1372,0.6745,138.5705
"zaalima",3,0.5208,0.7004,-7.0865,0.0592,0.5367,0.0032,0.1351,0.7366,152.4824
"zaalima",4,0.6242,0.654,-6.9962,0.0663,0.5171,0,0.1612,0.7908,106.9919
"zaalima",5,0.5077,0.7484,-7.2514,0.0704,0.2441,0.012,0.1423,0.7739,148.3991
"zaalima",6,0.5932,0.7289,-7.6042,0.053,0.5598,0.0026,0.1395,0.8604,122.2317
"zaalima",7,0.5241,0.7129,-6.7481,0.0598,0.5459,0.0001,0.1389,0.7325,136.1866
"zaalima",10,0.3657,0.6297,-8.7221,0.0904,0.6305,0.0036,0.1824,0.5199,159.7899
